1,0.99785,1,1,1,1,1,1,1,1,0.01241,1,1
1,0.99803,1,0.99467,1,1,1,1,1,1,0.00893,0.9718,1
1,0.9858,1,0.96875,1,1,1,1,1,1,0.00873,0.98647,1
1,0.98613,1,1,1,1,1,1,1,1,0.00924,1,1
1,0.94119,1,1,1,1,1,0.94304,1,1,0.00577,1,1
1,1,1,1,1,1,1,0.89664,1,1,0.00478,1,1
1,1,1,1,1,1,1,1,1,1,0.01292,1,1
1,1,1,1,1,1,1,1,1,1,0.01707,1,1
1,1,1,1,1,1,1,0.86154,1,1,0.00546,1,1
1,0.9918,1,1,1,1,1,1,1,1,0.01281,1,1
1,1,1,1,1,1,1,1,1,1,0.02116,1,1
1,0.93149,1,0.98975,1,1,1,0.9426,0.98618,1,0.00307,0.9691,0.99942
1,1,1,1,1,1,1,1,1,1,0.01109,1,1
1,1,1,0.99815,1,1,1,0.94067,1,1,0.00445,1,1
1,1,1,1,1,1,1,1,1,1,0.0189,1,1
1,1,1,1,1,1,1,1,1,1,0.01324,1,1
1,1,1,1,1,1,1,1,1,1,0.0114,1,1
1,1,1,1,1,1,1,1,1,1,0.01459,1,1
1,0.92214,1,0.9544,1,1,1,0.80799,1,0.99231,0.00212,0.97316,1
1,1,1,1,1,1,1,1,1,1,0.00429,0.99187,1
1,1,1,1,1,1,1,1,1,1,0.00862,1,1
1,0.99205,1,1,1,1,1,0.96837,1,1,0.00693,1,1
1,0.95489,1,0.9902,1,1,1,0.89682,0.97744,0.99657,0.00161,1,0.9651
1,1,1,0.99804,1,1,1,0.9687,1,1,0.00644,1,1
1,0.97192,1,1,0.99786,0.98639,0.97148,1,1,1,0.00194,0.66736,0.98684
1,0.99251,1,1,1,1,1,1,1,1,0.01362,1,1
1,1,1,0.998,1,1,1,1,1,1,0.01006,1,1
1,1,1,0.99823,1,1,1,0.89762,1,1,0.0036,1,1
1,1,1,1,1,1,1,1,1,1,0.01125,1,1
1,1,1,0.99206,1,1,1,1,1,1,0.01129,0.9923,1
1,0.98586,1,1,1,1,1,1,1,1,0.00448,1,1
1,0.9698,1,0.96958,1,1,1,0.94157,0.9921,1,0.00491,0.99236,0.9733
1,0.99796,1,1,1,1,1,1,1,1,0.00746,0.96864,1
1,0.96219,1,1,1,1,1,1,1,1,0.01582,1,0.99203
1,1,1,1,1,1,1,1,1,1,0.00974,1,1
1,0.9202,1,0.96888,1,1,1,1,1,1,0.00431,0.95141,1
1,1,1,0.99192,1,1,1,1,1,1,0.0141,0.9926,1
1,0.94842,1,0.96911,1,1,1,0.96785,1,1,0.00539,0.95151,1
1,1,1,0.99802,1,1,1,1,1,1,0.00861,1,1
1,1,1,1,1,1,1,1,1,1,0.01989,1,1
1,0.96834,1,0.99038,1,1,1,1,1,1,0.00413,0.97915,0.99216
1,0.93251,1,0.98663,1,1,1,0.86218,1,1,0.00122,0.96343,0.99957
1,0.99793,1,1,1,1,1,0.9418,1,1,0.00254,1,1
1,0.89708,1,0.96295,1,1,1,0.89746,0.99058,0.98897,0.00282,0.97533,0.97291
1,1,1,1,1,1,1,1,1,1,0.01617,1,1
1,0.99006,1,0.9689,1,1,1,1,1,1,0.00994,0.9922,1
1,0.92464,1,0.96396,1,1,1,0.89623,1,0.9922,0.00325,0.97553,1
1,0.99046,1,0.96888,1,1,1,1,1,1,0.00845,0.9925,1
1,1,1,1,1,1,1,1,1,1,0.0109,1,1
1,1,1,1,1,1,1,0.80812,1,1,0.0035,1,1
1,0.92879,1,0.99819,1,1,1,0.94126,1,1,0.00333,1,0.98474
1,1,1,1,1,1,1,1,1,1,0.00967,1,1
1,0.95527,1,0.998,1,1,1,0.86292,1,1,0.00345,1,1
1,0.94253,1,1,1,1,1,0.86159,1,1,0.00312,1,0.99256
1,0.94209,1,0.99787,1,1,1,0.96935,1,1,0.00443,1,1
1,0.99243,1,1,1,1,1,1,1,1,0.00821,1,1
1,1,1,1,1,1,1,0.96858,1,1,0.00381,1,1
1,0.98485,1,1,1,1,1,0.9415,1,1,0.0044,1,1
1,1,1,1,1,1,1,1,1,1,0.0093,1,1
1,1,1,1,1,1,1,1,1,1,0.01337,1,1
1,0.97922,1,0.99803,1,1,1,0.94152,0.99162,1,0.00465,1,0.98088
1,1,1,1,1,1,1,1,1,1,0.00544,0.99242,1
1,0.99193,1,0.99788,1,1,1,1,1,1,0.00466,0.99204,0.99175
1,1,1,1,1,1,1,1,1,1,0.0099,1,1
1,0.96813,1,0.99792,1,1,1,0.94122,1,1,0.00341,1,1
1,1,1,1,1,1,1,0.94046,1,1,0.00793,1,1
1,1,1,0.99811,1,1,1,0.94059,1,1,0.004,1,1
1,1,1,1,1,1,1,0.8612,1,1,0.00322,1,1
1,0.99162,1,1,1,1,1,1,1,1,0.00524,1,1
1,0.98641,1,1,1,1,1,1,1,1,0.01013,1,1
1,0.96621,1,0.96626,1,1,1,0.96907,1,1,0.00421,1,0.99213
1,0.99588,1,0.99805,1,1,1,1,1,1,0.00513,1,1
