1,0.98784,1,0.97498,1,1,1,0.80916,0.98618,0.99189,0.00366,1,1
1,1,1,0.99795,1,1,1,1,1,1,0.0149,1,1
1,0.93946,1,0.97611,1,1,1,0.80824,0.97722,0.98927,0.0032,1,0.98068
1,1,1,1,1,1,1,1,1,1,0.02408,1,1
1,1,1,1,1,1,1,1,1,1,0.01156,1,1
1,1,1,0.98479,1,1,1,0.8629,1,1,0.00225,1,1
1,1,1,1,1,1,1,1,1,1,0.01303,1,1
1,0.95613,1,0.96796,1,1,1,0.80791,0.96585,0.98299,0.00391,1,0.97985
1,1,1,1,1,1,1,0.96862,1,1,0.01316,1,1
1,1,1,1,1,1,1,1,1,1,0.01679,1,1
1,1,1,0.96886,1,1,1,1,1,1,0.01318,1,1
1,1,1,1,1,1,1,0.96799,1,1,0.01301,1,1
1,0.97739,1,0.9668,1,1,1,0.80716,0.97269,0.98487,0.00297,1,1
1,0.97764,1,0.99815,1,1,1,0.80651,0.99024,0.9963,0.00286,1,0.98047
1,1,1,1,1,1,1,1,1,1,0.01844,1,1
1,0.9792,1,1,1,1,1,0.81085,0.99108,0.99669,0.00419,1,0.98067
1,1,1,1,1,1,1,1,1,1,0.00992,1,1
1,1,1,1,1,1,1,1,1,1,0.01219,1,1
1,1,1,1,1,1,1,1,1,1,0.02006,1,1
1,0.99209,1,1,1,1,1,1,1,1,0.01114,1,1
1,0.99246,1,1,1,1,1,1,1,1,0.0059,1,1
1,1,1,1,1,1,1,1,1,1,0.03101,1,1
1,1,1,1,1,1,1,1,1,1,0.02153,1,1
1,1,1,1,1,1,1,1,1,1,0.00722,1,1
1,1,1,1,1,1,1,1,1,1,0.01484,1,1
1,0.9395,1,0.9847,1,1,1,1,1,1,0.00999,0.93882,0.99236
1,0.93062,1,0.98002,1,1,1,0.80706,0.98633,1,0.00331,0.96111,1
1,0.94003,1,0.97621,0.99809,1,1,1,1,1,0.00336,0.83241,0.98503
1,0.9282,1,0.98672,0.94974,0.94972,0.95686,0.9593,1,0.97894,0.0026,0.64696,0.96194
1,1,1,1,1,1,1,1,1,1,0.01084,1,1
1,0.96952,1,0.96168,1,1,1,1,1,1,0.00231,0.97979,0.99172
1,0.99237,1,1,1,1,1,0.9695,1,1,0.00668,1,1
1,1,1,1,1,1,1,1,1,1,0.00744,0.86098,1
1,0.93509,1,1,1,1,1,0.86315,1,1,0.00609,1,1
1,0.98217,1,0.96674,0.99789,1,1,0.96921,1,1,0.00165,0.82625,0.99243
1,0.9863,1,0.9698,1,1,1,1,1,1,0.01047,0.98613,1
1,0.96089,1,0.99203,1,0.99801,1,1,1,1,0.00317,0.8569,0.99243
1,0.96817,1,0.96851,1,1,1,1,1,1,0.00689,1,0.9918
1,1,1,1,1,1,1,1,1,1,0.00708,0.96918,1
1,0.96884,1,0.99826,1,1,1,0.96885,1,1,0.01319,1,1
1,1,1,1,1,1,1,1,1,1,0.01134,1,1
1,1,1,1,1,1,1,1,1,1,0.00692,1,1
1,0.99788,1,1,1,1,1,1,1,1,0.01024,1,1
1,0.97731,1,0.96828,1,1,1,0.80932,0.97384,0.98499,0.00252,0.98421,0.99958
1,1,1,1,1,1,1,1,1,1,0.01471,1,1
1,1,1,1,1,1,1,1,1,1,0.00249,0.85323,0.9924
1,1,1,1,1,0.99215,1,1,1,1,0.00848,0.86314,1
1,1,1,1,1,1,1,1,1,1,0.01884,1,1
1,0.92875,1,0.99218,0.96795,0.96661,0.97382,1,1,1,0.00211,0.6453,0.99228
1,1,1,1,0.98229,0.98049,0.97627,0.98907,1,0.97919,0.01147,0.68979,0.96305
1,1,1,1,1,1,1,1,1,1,0.02212,1,1
1,0.98079,1,1,1,0.9795,0.99199,1,1,1,0.00426,0.82346,0.98587
1,1,1,0.96894,1,1,1,1,1,1,0.01403,1,1
1,0.91328,1,0.95233,1,1,1,0.80898,0.98592,0.99203,0.00377,0.9721,1
1,1,1,1,1,1,1,1,1,1,0.01253,1,1
1,1,1,1,1,1,1,0.80717,1,1,0.0045,1,0.99945
1,0.99795,1,1,1,1,1,0.94204,1,1,0.00497,1,1
1,0.96831,1,0.96881,1,1,1,1,1,1,0.01939,1,1
1,0.99806,1,1,1,1,1,1,1,1,0.0167,1,1
1,0.99797,1,0.99294,1,1,1,1,1,1,0.00369,0.94335,1
