1,1,1,0.49936,0.49959,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50181,0.50232,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50155,0.50049,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58892,0.58956,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49867,0.50109,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56539,0.56601,1,1,1,1,1,1,1,1,1,1
1,1,1,0.65664,0.65668,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50301,0.49915,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56471,0.56833,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49732,0.50154,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5002,0.49999,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50089,0.5012,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50228,0.50219,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56551,0.56566,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56561,0.56725,1,1,1,1,1,1,1,1,1,1
1,1,1,0.78131,0.77926,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50025,0.49961,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49802,0.49779,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58881,0.59203,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56569,0.56767,1,1,1,1,1,1,1,1,1,1
1,1,1,0.70983,0.70933,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50115,0.49941,1,1,1,1,1,1,1,1,1,1
1,1,1,0.6573,0.65927,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58733,0.59051,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50156,0.49786,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50077,0.50293,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49879,0.50192,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49838,0.5015,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50032,0.50122,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49962,0.50116,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56705,0.56468,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49955,0.50012,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50098,0.50221,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49973,0.49985,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5021,0.5001,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58732,0.58838,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50023,0.50077,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49766,0.49903,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49884,0.50058,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56761,0.56689,1,1,1,1,1,1,1,1,1,1
1,1,1,0.65872,0.65554,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50003,0.50141,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50243,0.50217,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50157,0.50071,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49744,0.4982,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50045,0.50012,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49996,0.50278,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56711,0.56643,1,1,1,1,1,1,1,1,1,1
1,1,1,0.57032,0.56338,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56601,0.56627,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49849,0.49638,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50297,0.49896,1,1,1,1,1,1,1,1,1,1
1,1,1,0.87596,0.87547,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50285,0.50086,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50046,0.49967,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50039,0.49874,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0.566,0.56595,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49815,0.50055,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49966,0.49937,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49936,0.49855,1,1,1,1,1,1,1,1,1,1
1,1,1,0.78321,0.78324,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50029,0.5006,1,1,1,1,1,1,1,1,1,1
1,1,1,0.70909,0.70932,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49886,0.50086,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49723,0.50114,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49831,0.49821,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50119,0.50159,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50197,0.50107,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50016,0.49801,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49881,0.50335,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50104,0.50179,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50188,0.50028,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50244,0.50028,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50166,0.50041,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49921,0.50012,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56698,0.56522,1,1,1,1,1,1,1,1,1,1
1,1,1,0.87645,0.87535,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58891,0.5899,1,1,1,1,1,1,1,1,1,1
1,1,1,0.78182,0.78071,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49622,0.49874,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49999,0.50443,1,1,1,1,1,1,1,1,1,1
1,1,1,0.499,0.50005,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50023,0.50064,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49929,0.49727,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50338,0.50062,1,1,1,1,1,1,1,1,1,1
1,1,1,0.4973,0.49866,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56792,0.56578,1,1,1,1,1,1,1,1,1,1
1,1,1,0.65607,0.65979,1,1,1,1,1,1,1,1,1,1
1,1,1,0.70936,0.71071,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5673,0.56467,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49941,0.50105,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49966,0.50035,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49984,0.50078,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49931,0.4995,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49948,0.50099,1,1,1,1,1,1,1,1,1,1
1,1,1,0.71245,0.70942,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50037,0.50065,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56505,0.56726,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50148,0.50011,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56703,0.56892,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50045,0.49907,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56747,0.56633,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49911,0.49737,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50074,0.50022,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50052,0.50005,1,1,1,1,1,1,1,1,1,1
1,1,1,0.87498,0.87588,1,1,1,1,1,1,1,1,1,1
1,1,1,0.58842,0.59042,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50034,0.50269,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50056,0.49949,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50205,0.50116,1,1,1,1,1,1,1,1,1,1
1,1,1,0.87506,0.87546,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5002,0.50027,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49964,0.50071,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50089,0.50072,1,1,1,1,1,1,1,1,1,1
1,1,1,0.65875,0.65708,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49758,0.50141,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56936,0.56643,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49785,0.50097,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50042,0.50237,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50119,0.49981,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50151,0.50303,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50127,0.49975,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50049,0.5014,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50216,0.50016,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49826,0.49959,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50009,0.50197,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5658,0.56586,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50233,0.49809,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49993,0.50099,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56553,0.56427,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50149,0.50049,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49775,0.49772,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50517,0.50294,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56628,0.56658,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56842,0.56849,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49787,0.5022,1,1,1,1,1,1,1,1,1,1
1,1,1,0.5651,0.56501,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49711,0.5016,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49722,0.50022,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49931,0.50033,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50001,0.5016,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50205,0.49932,1,1,1,1,1,1,1,1,1,1
1,1,1,0.56592,0.56941,1,1,1,1,1,1,1,1,1,1
1,1,1,0.50119,0.49793,1,1,1,1,1,1,1,1,1,1
1,1,1,0.49962,0.49878,1,1,1,1,1,1,1,1,1,1
